Date,Adj Close,Close,High,Low,Open,Volume,LogRet,MA_5,MA_20,Vol_10,RSI_14,MACD,Signal,Target
2019-07-01,11865.599609375,11865.599609375,11884.650390625,11830.7998046875,11839.900390625,278400,0.006489288220080564,11827.9998046875,11840.352490234374,0.006278328464626105,44.34579026415761,-56.95794564523385,-70.40167667741352,11910.2998046875
2019-07-02,11910.2998046875,11910.2998046875,11917.4501953125,11814.7001953125,11890.2998046875,363200,0.003760130979735517,11850.7697265625,11831.439990234376,0.006313943239768967,50.235718745648356,-45.51938646967028,-65.42521863586488,11916.75
2019-07-03,11916.75,11916.75,11945.2001953125,11887.0498046875,11932.150390625,340500,0.0005414178862205623,11864.609765625,11826.194970703125,0.006298436470624464,50.15550568875241,-35.52426741579984,-59.44502839185188,11946.75
2019-07-04,11946.75,11946.75,11969.25,11923.650390625,11928.7998046875,333600,0.0025143014062712723,11885.6498046875,11831.344970703125,0.005250763387796082,57.6444649243433,-24.895336334668173,-52.53508998041514,11811.150390625
2019-07-05,11811.150390625,11811.150390625,11981.75,11797.900390625,11964.75,530700,-0.011415241213692496,11890.1099609375,11828.369970703125,0.005761800628722833,58.77637796829218,-27.101181547915985,-47.44830829391531,11558.599609375
2019-07-08,11558.599609375,11558.599609375,11771.900390625,11523.2998046875,11770.400390625,464000,-0.021614318798492883,11828.7099609375,11810.16494140625,0.009143099746382806,43.517684066525554,-48.667063549200975,-47.69205934497244,11555.900390625
2019-07-09,11555.900390625,11555.900390625,11582.5498046875,11461.0,11531.599609375,442500,-0.0002335519922360358,11757.830078125,11789.67998046875,0.008542664285490111,43.405500681765275,-65.22412172913573,-51.1984718218051,11498.900390625
2019-07-10,11498.900390625,11498.900390625,11593.7001953125,11475.650390625,11536.150390625,337600,-0.0049447502653284115,11674.26015625,11769.314990234376,0.008271690702747416,32.37863917048213,-81.99988957120149,-57.35875537168438,11582.900390625
2019-07-11,11582.900390625,11582.900390625,11599.0,11519.5,11561.4501953125,317300,0.007278493704286908,11601.490234375,11752.75751953125,0.008875398978639863,42.33278679136025,-87.50797104779122,-63.38859850690575,11552.5
2019-07-12,11552.5,11552.5,11639.5498046875,11538.599609375,11601.150390625,359400,-0.002628042532973005,11549.76015625,11739.217529296875,0.008842595935291582,42.06094466549771,-93.25128004884937,-69.36113481529448,11588.349609375
2019-07-15,11588.349609375,11588.349609375,11618.400390625,11532.2998046875,11614.75,368800,0.003098385639232596,11555.71015625,11735.027490234375,0.00853963399631215,37.98217643323381,-93.82853301920659,-74.25461445607691,11662.599609375
2019-07-16,11662.599609375,11662.599609375,11670.0498046875,11573.9501953125,11596.650390625,480200,0.006386857732255645,11577.05,11733.582470703124,0.008785798949557609,39.59726898718533,-87.28844878778727,-76.86138132241899,11687.5
2019-07-17,11687.5,11687.5,11706.650390625,11651.150390625,11670.75,464800,0.00213278748103271,11614.769921875,11733.3849609375,0.008853146078826288,41.515685120783445,-79.18335506615767,-77.32577607116673,11596.900390625
2019-07-18,11596.900390625,11596.900390625,11677.150390625,11582.400390625,11675.599609375,498300,-0.007782039913567366,11617.569921875,11721.64248046875,0.008875930500548489,39.852010639703934,-79.15815526213191,-77.69225190935977,11419.25
2019-07-19,11419.25,11419.25,11640.349609375,11399.2998046875,11627.9501953125,446000,-0.015437326885714045,11590.919921875,11706.4,0.009377967516793363,28.677234854493037,-92.40786571895478,-80.63537467127877,11346.2001953125
2019-07-22,11346.2001953125,11346.2001953125,11398.150390625,11301.25,11392.849609375,516000,-0.00641762449493666,11542.4900390625,11688.727490234374,0.007031576372527348,23.762808866279073,-107.56294675599383,-86.0208890882218,11331.0498046875
2019-07-23,11331.0498046875,11331.0498046875,11398.150390625,11302.7998046875,11372.25,458900,-0.001336175495625011,11476.180078125,11665.457470703124,0.007011948588314126,22.976834467414434,-119.41937534762292,-92.70058634010202,11271.2998046875
2019-07-24,11271.2998046875,11271.2998046875,11359.75,11229.7998046875,11322.4501953125,413200,-0.005287073265915101,11392.9400390625,11636.644970703124,0.0070289274222356595,19.6685941519401,-132.1140772316885,-100.58328451841932,11252.150390625
2019-07-25,11252.150390625,11252.150390625,11361.400390625,11239.349609375,11290.400390625,553700,-0.001700398341321937,11323.9900390625,11607.175,0.006241478213519524,21.965897693079228,-142.08208379277676,-108.88304437329082,11284.2998046875
2019-07-26,11284.2998046875,11284.2998046875,11307.599609375,11210.0498046875,11247.4501953125,522700,0.0028531055771835417,11297.0,11581.947509765625,0.006502924494341309,32.33966729415255,-145.70798087362527,-116.24803167335772,11189.2001953125
2019-07-29,11189.2001953125,11189.2001953125,11310.9501953125,11152.400390625,11307.5,482900,-0.008463316975262767,11265.6,11548.1275390625,0.0064544296543779635,28.90100072483719,-154.4745872446765,-123.89334278762148,11085.400390625
2019-07-30,11085.400390625,11085.400390625,11267.4501953125,11072.650390625,11213.7001953125,479100,-0.009320082365343962,11216.4701171875,11506.882568359375,0.005639431730713014,27.424081179127683,-167.8629431828831,-132.68726286667382,11118.0
2019-07-31,11118.0,11118.0,11145.2998046875,10999.400390625,11034.0498046875,536700,0.002936454076975709,11185.81015625,11466.945068359375,0.005758053581103557,23.108443371925915,-173.83888918794037,-140.91758813092713,10980.0
2019-08-01,10980.0,10980.0,11076.75,10881.0,11060.2001953125,499900,-0.012489980449893174,11131.380078125,11418.607568359375,0.006187649732694671,20.55035234686926,-187.54837521255104,-150.24374554725193,10997.349609375
2019-08-02,10997.349609375,10997.349609375,11080.150390625,10848.9501953125,10930.2998046875,547400,0.001578863082899198,11073.9900390625,11377.917529296876,0.005434856411880877,19.00885104395617,-194.76810767243296,-159.14861797228815,10862.599609375
2019-08-05,10862.599609375,10862.599609375,10895.7998046875,10782.599609375,10895.7998046875,506600,-0.012328638591802651,11008.669921875,11343.117529296875,0.006042892215133961,10.552192261834819,-208.95430139259588,-169.1097546563497,10948.25
2019-08-06,10948.25,10948.25,11018.5498046875,10813.7998046875,10815.400390625,517900,0.007853965566277007,10981.23984375,11312.735009765625,0.007150461514440488,15.608218495977425,-210.8550852386761,-177.458820772815,10855.5
2019-08-07,10855.5,10855.5,10975.650390625,10835.900390625,10958.099609375,548500,-0.00850776214660283,10928.73984375,11280.564990234376,0.0073137339582641965,15.577051428073972,-217.34025679627848,-185.4351079775077,11032.4501953125
2019-08-08,11032.4501953125,11032.4501953125,11058.0498046875,10842.9501953125,10899.2001953125,482500,0.016169083798241606,10939.2298828125,11253.04248046875,0.00967452144847094,32.029342293791345,-205.82873452392778,-189.51383328679174,11109.650390625
2019-08-09,11109.650390625,11109.650390625,11181.4501953125,11062.7998046875,11087.900390625,538100,0.006973187375465333,10961.6900390625,11230.9,0.009985562463307415,39.05215420730974,-188.30568884944842,-189.27220439932307,10925.849609375
2019-08-13,10925.849609375,10925.849609375,11145.900390625,10901.599609375,11139.400390625,624600,-0.016682629759426824,10974.3400390625,11197.775,0.010912217769653095,33.77900271701948,-187.09304371873804,-188.83637226320607,11029.400390625
2019-08-14,11029.400390625,11029.400390625,11078.150390625,10935.599609375,11003.25,511500,0.009432964697282421,10990.5701171875,11166.1150390625,0.011195078123132937,40.644359119431776,-175.7503899842086,-186.2191758074066,11047.7998046875
2019-08-16,11047.7998046875,11047.7998046875,11068.650390625,10924.2998046875,11043.650390625,470900,0.00166682533651526,11029.030078125,11134.130029296875,0.011158834621953734,42.09200043233143,-163.39308248938505,-181.6539571438023,11053.900390625
