Price,Close,High,Low,Open,Volume
Ticker,^ISEQ,^ISEQ,^ISEQ,^ISEQ,^ISEQ
Date,,,,,
2015-12-21,6712.72998046875,6782.25,6707.22021484375,6747.990234375,38221600
2015-12-22,6696.18017578125,6740.919921875,6684.4599609375,6712.72998046875,33826700
2015-12-23,6774.52978515625,6774.52978515625,6696.18017578125,6696.18017578125,42423600
2015-12-24,6746.72021484375,6774.52978515625,6728.41015625,6774.52978515625,6788800
2015-12-29,6841.31005859375,6848.81005859375,6746.72021484375,6746.72021484375,27552000
2015-12-30,6856.60986328125,6861.2998046875,6815.64013671875,6841.31005859375,15619100
2015-12-31,6791.68017578125,6866.509765625,6791.68017578125,6856.60986328125,8089400
2016-01-04,6704.91015625,6791.68017578125,6668.14990234375,6791.68017578125,53183400
2016-01-05,6736.10009765625,6769.89990234375,6704.91015625,6704.91015625,38730600
2016-01-06,6687.16015625,6759.0,6639.68017578125,6736.10009765625,51671600
2016-01-07,6563.77978515625,6686.81005859375,6483.580078125,6686.81005859375,85921400
2016-01-08,6566.4501953125,6643.27978515625,6563.77978515625,6563.77978515625,86775300
2016-01-11,6554.259765625,6602.43017578125,6522.14990234375,6566.4501953125,44872200
2016-01-12,6629.06982421875,6690.240234375,6554.259765625,6554.259765625,75545000
2016-01-13,6612.97998046875,6714.64990234375,6608.47021484375,6629.06982421875,81119800
2016-01-14,6454.5498046875,6612.97998046875,6382.7900390625,6612.97998046875,98982100
2016-01-15,6322.2998046875,6481.4599609375,6249.5400390625,6454.5498046875,154537400
2016-01-18,6279.7099609375,6392.93017578125,6271.83984375,6322.2998046875,71913400
2016-01-19,6366.330078125,6387.9599609375,6279.7099609375,6279.7099609375,52023400
2016-01-20,6159.830078125,6366.330078125,6146.60986328125,6366.330078125,126092400
2016-01-21,6255.35009765625,6264.669921875,6159.830078125,6159.830078125,63186500
2016-01-22,6356.18017578125,6393.10009765625,6255.35009765625,6255.35009765625,88631800
2016-01-25,6327.06005859375,6405.5498046875,6314.02978515625,6356.18017578125,57859000
2016-01-26,6377.22998046875,6387.2900390625,6213.97021484375,6327.06005859375,83701200
2016-01-27,6341.9599609375,6389.9599609375,6280.02978515625,6377.22998046875,70704800
2016-01-28,6214.7900390625,6347.5498046875,6179.18994140625,6338.14013671875,94299900
2016-01-29,6343.240234375,6343.240234375,6214.7900390625,6214.7900390625,107789100
2016-02-01,6448.240234375,6448.240234375,6343.240234375,6343.240234375,55440800
2016-02-02,6355.83984375,6449.10009765625,6316.5400390625,6439.740234375,72954300
2016-02-03,6228.60009765625,6355.83984375,6206.31005859375,6355.83984375,97604200
2016-02-04,6151.31982421875,6280.2998046875,6082.97021484375,6228.52978515625,118596100
2016-02-05,6075.7099609375,6208.97021484375,6067.02978515625,6151.31982421875,125482300
2016-02-08,5749.93994140625,6124.0,5733.81982421875,6075.7099609375,86763900
2016-02-09,5722.33984375,5756.1298828125,5611.89013671875,5749.93994140625,221936200
2016-02-10,5894.7099609375,5935.35009765625,5722.33984375,5722.33984375,183760800
2016-02-11,5738.81005859375,5894.7099609375,5728.33984375,5894.7099609375,136500300
2016-02-12,5793.41015625,5833.31982421875,5738.81005859375,5738.81005859375,122782300
2016-02-15,5954.68994140625,5976.35009765625,5793.41015625,5793.41015625,109722400
2016-02-16,5922.31005859375,6006.1201171875,5907.56005859375,5954.68994140625,80606300
2016-02-17,6111.5,6111.5,5922.31005859375,5922.31005859375,97163600
2016-02-18,6130.0400390625,6158.85009765625,6084.080078125,6110.740234375,60238000
2016-02-19,6125.3701171875,6151.72998046875,6081.33984375,6130.0400390625,157362200
2016-02-22,6162.2099609375,6227.35009765625,6125.3701171875,6125.3701171875,195593700
2016-02-23,6109.2001953125,6163.77001953125,6095.02978515625,6162.2099609375,123519300
2016-02-24,6062.330078125,6131.56982421875,6017.35009765625,6109.2001953125,94372300
2016-02-25,6147.89990234375,6157.56005859375,6062.330078125,6062.330078125,74711600
2016-02-26,6240.2900390625,6250.2099609375,6147.89990234375,6147.89990234375,60820000
2016-02-29,6344.10986328125,6344.10986328125,6196.89013671875,6240.2900390625,92588000
2016-03-01,6363.14013671875,6392.68017578125,6329.41015625,6344.10986328125,81674300
2016-03-02,6378.77978515625,6439.27978515625,6352.60986328125,6363.14013671875,97865900
2016-03-03,6341.02001953125,6455.3701171875,6341.02001953125,6378.77978515625,102864000
2016-03-04,6363.83984375,6395.9501953125,6331.759765625,6341.02001953125,81427900
2016-03-07,6308.56982421875,6371.35986328125,6296.06982421875,6363.83984375,71481700
2016-03-08,6269.47021484375,6308.56982421875,6221.66015625,6308.56982421875,65834200
2016-03-09,6283.18994140625,6324.740234375,6257.33984375,6269.47021484375,74007300
2016-03-10,6224.669921875,6285.85986328125,6216.72021484375,6258.240234375,16410700
2016-03-11,6341.75,6346.2099609375,6189.41015625,6189.41015625,140626800
2016-03-14,6305.56005859375,6425.2099609375,6299.60986328125,6341.75,88669500
2016-03-15,6191.3798828125,6305.56005859375,6178.08984375,6305.56005859375,124955100
2016-03-16,6163.7900390625,6233.83984375,6134.0498046875,6176.52978515625,134373100
2016-03-17,6141.85009765625,6189.31982421875,6050.89990234375,6162.85986328125,106325300
2016-03-18,6191.509765625,6221.02001953125,6141.85009765625,6141.85009765625,141896700
2016-03-21,6181.2099609375,6213.9599609375,6153.5498046875,6191.509765625,61196900
2016-03-22,6178.9501953125,6181.2099609375,6096.31005859375,6181.2099609375,81536600
2016-03-23,6225.52001953125,6228.64990234375,6152.5,6178.9501953125,45063800
2016-03-24,6224.81982421875,6240.10986328125,6196.580078125,6221.080078125,49315200
2016-03-29,6295.97998046875,6295.97998046875,6224.81982421875,6224.81982421875,55149700
2016-03-30,6339.93017578125,6347.64990234375,6284.81982421875,6295.97998046875,58986600
2016-03-31,6308.919921875,6364.56982421875,6293.47021484375,6339.669921875,120877500
2016-04-01,6284.43017578125,6308.919921875,6231.77978515625,6308.919921875,78594300
2016-04-04,6287.08984375,6354.68017578125,6264.43017578125,6284.43017578125,107427300
2016-04-05,6222.52001953125,6287.08984375,6212.330078125,6287.08984375,124379200
2016-04-06,6202.259765625,6268.31982421875,6184.97021484375,6222.52001953125,131170800
2016-04-07,6157.080078125,6215.22998046875,6141.64013671875,6201.89990234375,98576300
2016-04-08,6189.25,6194.89990234375,6148.8701171875,6157.080078125,108990800
2016-04-11,6196.68994140625,6220.919921875,6152.10986328125,6189.25,54219100
2016-04-12,6173.16015625,6209.31005859375,6151.8701171875,6196.68994140625,106534800
2016-04-13,6284.06005859375,6303.64013671875,6173.16015625,6173.16015625,320772200
2016-04-14,6264.02001953125,6320.9501953125,6236.39013671875,6272.77001953125,352516600
2016-04-15,6211.35986328125,6264.02001953125,6183.39990234375,6264.02001953125,180906900
2016-04-18,6206.89013671875,6214.830078125,6155.22998046875,6211.35986328125,61809600
2016-04-19,6253.81005859375,6266.16015625,6206.89013671875,6206.89013671875,154165200
2016-04-20,6212.39990234375,6253.81005859375,6187.60009765625,6253.81005859375,141942300
2016-04-21,6150.43017578125,6235.52978515625,6131.66015625,6210.72021484375,154429400
2016-04-22,6123.31982421875,6162.02978515625,6111.97998046875,6150.43017578125,211507900
2016-04-25,6148.10986328125,6169.18017578125,6123.31982421875,6123.31982421875,180873300
2016-04-26,6223.18994140625,6231.02001953125,6148.10986328125,6148.10986328125,134691300
2016-04-27,6274.669921875,6285.81982421875,6185.419921875,6223.18994140625,183696300
2016-04-28,6238.080078125,6274.52978515625,6178.0400390625,6274.52978515625,151257000
2016-04-29,6161.41015625,6238.080078125,6145.240234375,6238.080078125,101199400
2016-05-03,6042.16015625,6161.41015625,6042.16015625,6161.41015625,177068500
2016-05-04,6018.35986328125,6060.419921875,6001.81982421875,6042.16015625,212280000
2016-05-05,6038.22998046875,6067.93994140625,6015.830078125,6017.990234375,66488900
2016-05-06,6038.89990234375,6059.64990234375,6011.31005859375,6038.22998046875,61134500
2016-05-09,6099.22021484375,6143.68994140625,6038.89990234375,6038.89990234375,88592000
2016-05-10,6166.85986328125,6190.330078125,6099.22021484375,6099.22021484375,100516300
2016-05-11,6161.60009765625,6191.22021484375,6141.16015625,6166.85986328125,104227000
2016-05-12,6141.89990234375,6206.33984375,6111.85009765625,6161.60009765625,81848400
2016-05-13,6122.47021484375,6148.47998046875,6080.580078125,6141.89990234375,106921800
2016-05-16,6158.8701171875,6159.509765625,6089.41015625,6122.47021484375,21771900
2016-05-17,6165.93994140625,6211.06005859375,6148.330078125,6158.8701171875,58610800
2016-05-18,6190.3701171875,6190.3701171875,6125.0498046875,6165.93994140625,89643700
2016-05-19,6160.5400390625,6187.72021484375,6144.18994140625,6187.72021484375,76109200
2016-05-20,6229.14990234375,6237.89013671875,6160.5400390625,6160.5400390625,64199800
2016-05-23,6262.02978515625,6278.72998046875,6229.14990234375,6229.14990234375,40874500
2016-05-24,6388.080078125,6388.080078125,6235.2099609375,6262.02978515625,94814200
2016-05-25,6472.85009765625,6477.490234375,6379.669921875,6388.080078125,109880200
2016-05-26,6454.47998046875,6471.66015625,6437.5,6471.66015625,75090100
2016-05-27,6503.740234375,6503.740234375,6415.3798828125,6454.47998046875,110641400
2016-05-30,6502.27001953125,6518.6201171875,6402.10986328125,6503.740234375,24141900
2016-05-31,6493.4599609375,6517.18994140625,6477.0400390625,6502.27001953125,245821600
2016-06-01,6435.740234375,6493.4599609375,6399.14013671875,6493.4599609375,57467200
2016-06-02,6435.5400390625,6437.72998046875,6407.60009765625,6435.740234375,93869800
2016-06-03,6402.5498046875,6499.6298828125,6383.419921875,6435.5400390625,86561000
2016-06-07,6475.06005859375,6478.0400390625,6402.5498046875,6402.5498046875,93217300
2016-06-08,6413.56005859375,6475.06005859375,6404.75,6475.06005859375,81477400
2016-06-09,6358.14013671875,6417.08984375,6334.169921875,6413.56005859375,66086100
2016-06-10,6228.240234375,6358.14013671875,6224.47021484375,6358.14013671875,50866000
2016-06-13,6085.419921875,6228.240234375,6085.419921875,6228.240234375,83884900
2016-06-14,5977.2099609375,6085.419921875,5972.33984375,6085.419921875,179706700
2016-06-15,6003.93994140625,6055.830078125,5977.2099609375,5977.2099609375,129108500
2016-06-16,5899.31982421875,6003.77001953125,5880.2998046875,6003.77001953125,169307300
2016-06-17,5991.509765625,6017.919921875,5899.31982421875,5899.31982421875,212919900
2016-06-20,6263.93994140625,6270.080078125,5991.509765625,5991.509765625,80399600
2016-06-21,6253.7998046875,6288.5498046875,6237.6298828125,6263.93994140625,77551900
2016-06-22,6290.580078125,6302.330078125,6227.16015625,6253.7998046875,86219800
2016-06-23,6371.02978515625,6427.31005859375,6286.43017578125,6290.580078125,117872100
2016-06-24,5878.22998046875,6371.02978515625,5286.64990234375,6371.02978515625,648613000
2016-06-27,5296.740234375,5878.22998046875,5296.740234375,5878.22998046875,520422000
2016-06-28,5446.4501953125,5509.08984375,5296.740234375,5296.740234375,210407500
2016-06-29,5588.5400390625,5591.330078125,5446.4501953125,5446.4501953125,214814700
2016-06-30,5642.490234375,5655.93994140625,5570.4501953125,5588.5400390625,200608500
2016-07-01,5749.9599609375,5763.89990234375,5642.490234375,5642.490234375,134159200
2016-07-04,5669.759765625,5790.1298828125,5665.97998046875,5749.9599609375,100459700
2016-07-05,5522.2900390625,5717.830078125,5519.14990234375,5669.759765625,88922100
2016-07-06,5425.580078125,5522.2900390625,5392.5,5522.2900390625,128463100
2016-07-07,5495.06005859375,5542.77001953125,5425.580078125,5425.580078125,118693200
2016-07-08,5580.419921875,5589.14013671875,5491.740234375,5495.06005859375,131911300
2016-07-11,5688.93017578125,5708.169921875,5580.419921875,5580.419921875,113090000
2016-07-12,5753.080078125,5758.5498046875,5688.93017578125,5688.93017578125,97854400
2016-07-13,5781.759765625,5807.169921875,5743.0,5753.080078125,70474100
2016-07-14,5844.93994140625,5859.60986328125,5762.990234375,5781.759765625,87779500
2016-07-15,5790.93994140625,5844.93994140625,5767.990234375,5844.93994140625,81128700
2016-07-18,5817.56982421875,5836.27978515625,5781.9599609375,5790.93994140625,52757700
2016-07-19,5805.8701171875,5840.9599609375,5786.06005859375,5817.56982421875,59407200
2016-07-20,5876.5,5880.43017578125,5805.8701171875,5805.8701171875,49588300
2016-07-21,5814.64990234375,5876.5,5791.009765625,5876.5,70059000
2016-07-22,5808.02001953125,5876.0400390625,5805.2900390625,5814.64990234375,60232100
2016-07-25,5839.3798828125,5886.6298828125,5808.02001953125,5808.02001953125,50269400
2016-07-26,5790.39013671875,5839.3798828125,5774.41015625,5839.3798828125,89273600
2016-07-27,5817.97998046875,5843.93017578125,5783.72998046875,5790.39013671875,45517700
2016-07-28,5804.47021484375,5862.259765625,5803.68017578125,5817.97998046875,67818200
2016-07-29,5867.64013671875,5867.64013671875,5804.47021484375,5804.47021484375,92121200
2016-08-01,5800.9501953125,5877.580078125,5794.89013671875,5868.330078125,88057400
2016-08-02,5722.68017578125,5800.9501953125,5722.68017578125,5800.9501953125,162218000
2016-08-03,5714.39013671875,5746.81982421875,5713.27001953125,5722.68017578125,192611700
2016-08-04,5756.259765625,5763.10009765625,5711.5,5714.330078125,68035500
2016-08-05,5857.89990234375,5868.72021484375,5729.97021484375,5756.259765625,66232500
2016-08-08,5895.080078125,5906.0,5856.22021484375,5857.89990234375,83839600
2016-08-09,5960.1298828125,5963.669921875,5887.1201171875,5895.080078125,145669000
2016-08-10,5909.330078125,5960.1298828125,5909.330078125,5960.1298828125,71959600
2016-08-11,5989.75,5989.75,5909.330078125,5909.330078125,30051800
2016-08-12,6052.58984375,6052.58984375,5979.14990234375,5989.75,31619400
2016-08-15,6045.830078125,6078.18994140625,6030.43017578125,6052.58984375,65431100
2016-08-16,6035.0498046875,6045.830078125,5977.91015625,6045.830078125,40676800
2016-08-17,6040.7998046875,6111.75,6035.0498046875,6035.0498046875,33836300
2016-08-18,6069.490234375,6128.4599609375,6040.7998046875,6040.7998046875,73864700
2016-08-19,6042.89013671875,6082.5,6032.4501953125,6069.490234375,35432500
2016-08-22,6064.080078125,6105.5498046875,6024.240234375,6042.89013671875,69318100
2016-08-23,6113.7001953125,6130.10986328125,6064.080078125,6064.080078125,59134300
2016-08-24,6128.9501953125,6131.81005859375,6068.02001953125,6113.7001953125,95852200
2016-08-25,6118.0,6174.39990234375,6111.3701171875,6128.27001953125,85869300
2016-08-26,6170.2001953125,6176.18994140625,6093.4599609375,6118.0,31556300
2016-08-29,6214.35986328125,6214.35986328125,6117.35986328125,6170.2001953125,19481900
2016-08-30,6202.77001953125,6235.3798828125,6188.41015625,6214.35986328125,69923900
2016-08-31,6170.419921875,6218.60986328125,6162.22998046875,6202.77001953125,128758500
2016-09-01,6189.990234375,6221.7099609375,6169.06982421875,6169.06982421875,85952200
2016-09-02,6299.31005859375,6299.31005859375,6188.27978515625,6189.990234375,46052100
2016-09-05,6315.06005859375,6315.06005859375,6275.8701171875,6299.31005859375,38296500
2016-09-06,6265.52978515625,6329.89990234375,6250.06005859375,6315.06005859375,34017400
2016-09-07,6279.330078125,6279.330078125,6231.89013671875,6265.52978515625,61585600
2016-09-08,6286.72998046875,6308.02978515625,6236.43017578125,6265.9599609375,68872900
2016-09-09,6182.6201171875,6289.5498046875,6180.490234375,6289.5498046875,114827800
2016-09-12,6138.02001953125,6182.6201171875,6068.580078125,6182.6201171875,65103100
2016-09-13,6111.06005859375,6181.259765625,6103.5,6138.02001953125,65907900
2016-09-14,6101.31005859375,6147.02978515625,6098.56005859375,6111.06005859375,80422700
2016-09-15,6128.81005859375,6139.6201171875,6083.39990234375,6101.0,78048100
2016-09-16,6111.4501953125,6138.22021484375,6079.39013671875,6128.81005859375,173038100
2016-09-19,6109.16015625,6120.31982421875,6074.4599609375,6111.4501953125,39300200
2016-09-20,6076.89013671875,6121.81982421875,6074.72998046875,6109.16015625,46118700
2016-09-21,6094.490234375,6138.64990234375,6076.89013671875,6076.89013671875,125226100
2016-09-22,6153.75,6167.10986328125,6094.080078125,6094.080078125,55003900
2016-09-23,6108.85986328125,6156.4599609375,6100.27978515625,6153.75,42760500
2016-09-26,6014.93994140625,6116.77001953125,6014.93994140625,6108.85986328125,115729700
2016-09-27,5990.68994140625,6050.97021484375,5943.919921875,6014.93994140625,76365200
2016-09-28,6039.39013671875,6068.10986328125,5988.64990234375,5990.68994140625,65207800
2016-09-29,5998.0498046875,6063.91015625,5982.72021484375,6035.89990234375,35499100
2016-09-30,6034.830078125,6034.830078125,5898.990234375,5998.0498046875,133131200
2016-10-03,6032.7099609375,6050.10986328125,6014.52001953125,6034.830078125,46914200
2016-10-04,6066.10986328125,6118.259765625,6027.580078125,6032.7099609375,48955400
2016-10-05,6019.240234375,6066.10986328125,6002.64013671875,6066.10986328125,47470100
2016-10-06,5983.64990234375,6017.1298828125,5972.52978515625,6017.1298828125,60841500
2016-10-07,5839.16015625,5983.64990234375,5836.14990234375,5983.64990234375,49650100
2016-10-10,5869.66015625,5876.72021484375,5796.4599609375,5839.16015625,27287500
2016-10-11,5857.330078125,5903.7900390625,5843.97998046875,5869.66015625,70091200
2016-10-12,5828.830078125,5886.52001953125,5828.830078125,5857.330078125,53225500
2016-10-13,5813.759765625,5827.0,5769.10009765625,5827.0,65285700
2016-10-14,5907.81005859375,5916.81982421875,5813.759765625,5813.759765625,68733600
2016-10-17,5894.56005859375,5907.81005859375,5851.669921875,5907.81005859375,65939100
2016-10-18,6006.3798828125,6006.3798828125,5888.9501953125,5894.56005859375,91076900
2016-10-19,6000.14013671875,6006.3798828125,5954.7001953125,6006.3798828125,123237500
2016-10-20,6055.2998046875,6055.52001953125,6000.14013671875,6000.14013671875,350777400
2016-10-21,6035.81005859375,6079.0,6023.47021484375,6055.2998046875,100067700
2016-10-24,6035.259765625,6088.330078125,6015.35986328125,6035.81005859375,62333900
2016-10-25,5969.85009765625,6057.330078125,5963.6298828125,6035.259765625,67303400
2016-10-26,5962.43994140625,5971.7099609375,5918.72998046875,5969.85009765625,46197600
2016-10-27,5921.4599609375,5988.97998046875,5894.259765625,5962.43994140625,108092000
2016-10-28,5932.18017578125,5936.1201171875,5871.43017578125,5921.4599609375,134618100
2016-10-31,5912.77001953125,5940.669921875,5900.56982421875,5932.18017578125,81664700
2016-11-01,5866.33984375,5925.27978515625,5850.89013671875,5912.77001953125,41997900
2016-11-02,5909.39990234375,5933.43017578125,5866.33984375,5866.33984375,60493900
2016-11-03,5923.1201171875,5950.1298828125,5887.6201171875,5908.27001953125,98937600
2016-11-04,5919.0498046875,5941.81982421875,5883.43017578125,5923.1201171875,46861100
2016-11-07,6029.759765625,6064.68017578125,5919.0498046875,5919.0498046875,69731200
2016-11-08,6086.8798828125,6107.22021484375,6029.759765625,6029.759765625,62335100
2016-11-09,6231.52001953125,6244.16015625,5980.89013671875,6086.8798828125,107581200
2016-11-10,6229.68994140625,6378.31982421875,6215.89013671875,6231.43994140625,116117900
2016-11-11,6215.77001953125,6282.68994140625,6205.81005859375,6229.68994140625,123312900
2016-11-14,6277.509765625,6301.5498046875,6215.77001953125,6215.77001953125,99545300
2016-11-15,6259.18994140625,6310.6201171875,6239.22021484375,6277.509765625,129042200
2016-11-16,6179.16015625,6288.60009765625,6168.35986328125,6259.18994140625,128678200
2016-11-17,6276.43017578125,6276.43017578125,6110.9599609375,6179.16015625,86873300
2016-11-18,6294.2099609375,6307.25,6270.02001953125,6276.43017578125,91141600
2016-11-21,6258.7001953125,6328.509765625,6228.8798828125,6294.2099609375,70031800
2016-11-22,6274.22021484375,6331.0400390625,6258.77001953125,6258.77001953125,53108000
2016-11-23,6252.18017578125,6305.60009765625,6226.419921875,6274.22021484375,61773400
2016-11-24,6292.89013671875,6303.330078125,6252.18017578125,6252.18017578125,29401200
2016-11-25,6279.68994140625,6304.2900390625,6269.89990234375,6292.89013671875,50787100
2016-11-28,6208.4501953125,6284.9501953125,6196.7001953125,6279.68994140625,55710100
2016-11-29,6224.18994140625,6234.41015625,6167.89013671875,6208.4501953125,81748100
2016-11-30,6215.7998046875,6268.16015625,6213.39013671875,6224.18994140625,308871500
2016-12-01,6188.1298828125,6214.68994140625,6162.7998046875,6214.2900390625,97595000
2016-12-02,6174.4599609375,6196.60986328125,6144.93994140625,6188.1298828125,73347600
2016-12-05,6232.2998046875,6265.740234375,6174.4599609375,6174.4599609375,58692100
2016-12-06,6270.64013671875,6270.64013671875,6188.47021484375,6232.2998046875,96088800
2016-12-07,6295.9501953125,6324.58984375,6261.52001953125,6270.64013671875,98467400
2016-12-08,6395.97998046875,6395.97998046875,6293.75,6297.77001953125,94341400
2016-12-09,6440.0498046875,6443.97998046875,6370.0498046875,6395.97998046875,185691800
2016-12-12,6395.02001953125,6440.0498046875,6357.64013671875,6440.0498046875,71534400
2016-12-13,6412.9599609375,6432.02001953125,6388.35986328125,6395.02001953125,73416700
2016-12-14,6361.4599609375,6418.240234375,6354.6201171875,6412.9599609375,137944400
2016-12-15,6471.52001953125,6471.52001953125,6361.4599609375,6361.4599609375,108786600
2016-12-16,6495.4599609375,6505.60009765625,6422.52978515625,6471.2998046875,125789100
2016-12-19,6494.85986328125,6498.75,6448.1201171875,6495.4599609375,61891000
