Price,Adj Close,Close,High,Low,Open,Volume
Ticker,^ISEQ,^ISEQ,^ISEQ,^ISEQ,^ISEQ,^ISEQ
Date,,,,,,
2019-10-01,6227.93994140625,6227.93994140625,6302.2099609375,6212.1201171875,6244.5400390625,22729700
2019-10-02,6111.16015625,6111.16015625,6254.169921875,6102.4501953125,6228.0400390625,25111900
2019-10-03,6110.83984375,6110.83984375,6142.83984375,6052.33984375,6116.93017578125,22418600
2019-10-04,6142.0498046875,6142.0498046875,6146.580078125,6072.2001953125,6111.56005859375,21976700
2019-10-07,6198.740234375,6198.740234375,6200.58984375,6100.1201171875,6142.0,17942200
2019-10-08,6114.6201171875,6114.6201171875,6210.58984375,6084.93994140625,6200.85009765625,38859500
2019-10-09,6152.18017578125,6152.18017578125,6180.58984375,6089.6201171875,6116.14013671875,27508600
2019-10-10,6216.47998046875,6216.47998046875,6218.259765625,6143.60009765625,6151.9599609375,69172300
2019-10-11,6448.58984375,6448.58984375,6469.81982421875,6215.9501953125,6215.9501953125,73559400
2019-10-14,6444.60009765625,6444.60009765625,6447.64013671875,6362.7099609375,6447.64013671875,20583000
2019-10-15,6613.9501953125,6613.9501953125,6626.83984375,6445.669921875,6445.669921875,33995300
2019-10-16,6583.2099609375,6583.2099609375,6613.7900390625,6537.81005859375,6613.7900390625,28348300
2019-10-17,6527.1201171875,6527.1201171875,6624.97998046875,6517.47021484375,6587.2900390625,32441900
2019-10-18,6463.5498046875,6463.5498046875,6527.1201171875,6460.33984375,6527.1201171875,20045000
2019-10-21,6572.509765625,6572.509765625,6575.3701171875,6463.6298828125,6463.6298828125,23427500
2019-10-22,6499.85986328125,6499.85986328125,6583.39013671875,6491.39013671875,6571.2900390625,19278100
2019-10-23,6522.2001953125,6522.2001953125,6532.8701171875,6466.47998046875,6497.009765625,25990400
2019-10-24,6516.06982421875,6516.06982421875,6571.6201171875,6501.35009765625,6521.85986328125,27941700
2019-10-25,6558.56982421875,6558.56982421875,6558.56982421875,6497.68017578125,6519.0400390625,17810800
2019-10-28,6565.43994140625,6565.43994140625,6579.35009765625,6544.7099609375,6559.02001953125,9031800
2019-10-29,6569.35009765625,6569.35009765625,6599.77978515625,6540.60009765625,6564.68994140625,18058100
2019-10-30,6594.18017578125,6594.18017578125,6605.10986328125,6558.06005859375,6565.10009765625,26526000
2019-10-31,6540.2998046875,6540.2998046875,6596.35009765625,6497.7001953125,6596.35009765625,27127700
2019-11-01,6636.7099609375,6636.7099609375,6640.47998046875,6533.47021484375,6533.47021484375,21953900
2019-11-04,6753.77978515625,6753.77978515625,6767.0400390625,6636.60986328125,6636.60986328125,20592500
2019-11-05,6781.080078125,6781.080078125,6789.14990234375,6719.93017578125,6753.9599609375,33977200
2019-11-06,6775.47021484375,6775.47021484375,6797.240234375,6751.68017578125,6781.080078125,34769000
2019-11-07,6863.4599609375,6863.4599609375,6881.97998046875,6776.64013671875,6776.64013671875,21840100
2019-11-08,6812.5,6812.5,6846.27978515625,6778.68017578125,6844.009765625,32107300
2019-11-11,6839.81982421875,6839.81982421875,6842.31005859375,6734.83984375,6811.47998046875,20322800
2019-11-12,6863.2001953125,6863.2001953125,6873.52978515625,6825.08984375,6839.41015625,15685300
2019-11-13,6861.8701171875,6861.8701171875,6863.14990234375,6785.56982421875,6863.14990234375,21412200
2019-11-14,6835.89013671875,6835.89013671875,6868.7001953125,6813.6298828125,6868.7001953125,28686700
2019-11-15,6921.830078125,6921.830078125,6921.830078125,6838.08984375,6838.85009765625,17315900
2019-11-18,6888.39990234375,6888.39990234375,6935.5400390625,6865.330078125,6922.33984375,23583900
2019-11-19,6889.1201171875,6889.1201171875,6965.240234375,6868.080078125,6888.89990234375,22893100
2019-11-20,6805.60009765625,6805.60009765625,6881.919921875,6793.990234375,6881.919921875,31356500
2019-11-21,6727.89990234375,6727.89990234375,6805.60009765625,6718.81005859375,6805.60009765625,18922800
2019-11-22,6824.669921875,6824.669921875,6825.91015625,6728.47021484375,6728.97998046875,23153400
2019-11-25,6893.7001953125,6893.7001953125,6895.419921875,6827.0400390625,6827.0400390625,12743900
2019-11-26,7013.740234375,7013.740234375,7013.740234375,6894.4501953125,6894.4501953125,38434400
2019-11-27,7041.169921875,7041.169921875,7062.0400390625,6993.68017578125,7013.990234375,21482600
2019-11-28,7026.3798828125,7026.3798828125,7048.18017578125,6995.5498046875,7041.6298828125,13964400
2019-11-29,6998.06005859375,6998.06005859375,7027.77978515625,6976.60986328125,7026.509765625,12324900
2019-12-02,6964.75,6964.75,7063.8701171875,6946.02978515625,6994.97998046875,22188900
2019-12-03,6906.509765625,6906.509765625,7000.259765625,6877.0498046875,6973.39013671875,23539300
2019-12-04,6985.7900390625,6985.7900390625,6996.60009765625,6906.259765625,6906.259765625,45466800
2019-12-05,7032.56005859375,7032.56005859375,7047.6298828125,6993.68017578125,6993.68017578125,15520900
2019-12-06,7101.93994140625,7101.93994140625,7106.64990234375,7026.2998046875,7032.27001953125,17740100
2019-12-09,7082.35009765625,7082.35009765625,7117.06005859375,7067.3701171875,7098.77001953125,17044600
2019-12-10,7060.330078125,7060.330078125,7072.3798828125,6990.759765625,7068.9599609375,18346500
2019-12-11,7036.2998046875,7036.2998046875,7067.7900390625,7010.509765625,7058.240234375,18651900
2019-12-12,7075.64013671875,7075.64013671875,7126.0498046875,7033.52978515625,7036.06005859375,22592600
2019-12-13,7189.02978515625,7189.02978515625,7329.18017578125,7075.31982421875,7075.31982421875,35839200
2019-12-16,7213.990234375,7213.990234375,7238.740234375,7143.990234375,7197.91015625,40980100
2019-12-17,7122.60986328125,7122.60986328125,7203.8798828125,7073.5400390625,7203.8798828125,21220300
2019-12-18,7138.39013671875,7138.39013671875,7147.89013671875,7077.919921875,7130.490234375,23928100
2019-12-19,7149.89013671875,7149.89013671875,7161.52001953125,7121.72998046875,7123.419921875,18819000
2019-12-20,7199.2900390625,7199.2900390625,7215.39013671875,7135.9599609375,7149.89013671875,39206400
2019-12-23,7188.39990234375,7188.39990234375,7231.5400390625,7174.72998046875,7199.240234375,13723600
2019-12-24,7222.93994140625,7222.93994140625,7227.5498046875,7187.81982421875,7187.81982421875,1919100
2019-12-27,7259.8701171875,7259.8701171875,7273.259765625,7215.7099609375,7223.0,5982500
2019-12-30,7183.2099609375,7183.2099609375,7288.16015625,7182.93017578125,7259.39990234375,12825100
2019-12-31,7183.41015625,7183.41015625,7193.919921875,7167.58984375,7186.5,3457600
2020-01-02,7314.93994140625,7314.93994140625,7327.68994140625,7171.64990234375,7171.64990234375,12513300
2020-01-03,7242.08984375,7242.08984375,7314.39013671875,7186.080078125,7314.39013671875,12690200
2020-01-06,7210.64013671875,7210.64013671875,7242.419921875,7086.93017578125,7242.419921875,16800100
2020-01-07,7246.52978515625,7246.52978515625,7262.009765625,7209.9599609375,7213.7998046875,21784500
2020-01-08,7211.8701171875,7211.8701171875,7238.18017578125,7173.66015625,7238.18017578125,22861300
2020-01-09,7249.6201171875,7249.6201171875,7278.7998046875,7216.31005859375,7216.31005859375,22618300
2020-01-10,7274.18994140625,7274.18994140625,7385.52978515625,7257.10009765625,7258.22998046875,31111700
2020-01-13,7242.2099609375,7242.2099609375,7296.31982421875,7230.47998046875,7274.27978515625,13853400
2020-01-14,7249.22021484375,7249.22021484375,7269.22998046875,7183.58984375,7236.47998046875,28703100
2020-01-15,7169.8798828125,7169.8798828125,7250.4501953125,7169.8798828125,7238.52978515625,22863800
2020-01-16,7156.85986328125,7156.85986328125,7195.18017578125,7139.56982421875,7169.31982421875,19654900
2020-01-17,7194.5,7194.5,7217.02978515625,7157.6298828125,7157.6298828125,39452400
2020-01-20,7184.64013671875,7184.64013671875,7210.77001953125,7170.85009765625,7199.85009765625,22483200
2020-01-21,7139.85009765625,7139.85009765625,7185.43017578125,7125.35986328125,7185.43017578125,49751500
2020-01-22,7170.4599609375,7170.4599609375,7193.43017578125,7129.43994140625,7139.39013671875,29486300
2020-01-23,7120.669921875,7120.669921875,7186.43994140625,7112.64990234375,7169.89013671875,25288000
2020-01-24,7180.7998046875,7180.7998046875,7220.7900390625,7119.60009765625,7119.60009765625,25461000
2020-01-27,7056.02978515625,7056.02978515625,7177.919921875,7015.990234375,7177.919921875,33724100
2020-01-28,7078.2998046875,7078.2998046875,7095.85009765625,6982.68994140625,7056.97998046875,20809400
2020-01-29,7169.25,7169.25,7171.580078125,7076.66015625,7076.66015625,29590200
2020-01-30,7078.77001953125,7078.77001953125,7167.0400390625,7060.2998046875,7167.0400390625,25462300
2020-01-31,6998.2001953125,6998.2001953125,7130.72021484375,6981.9599609375,7078.25,23282700
2020-02-03,7097.509765625,7097.509765625,7103.14990234375,7010.7900390625,7011.56982421875,25434200
2020-02-04,7134.419921875,7134.419921875,7160.22021484375,7089.60009765625,7100.85009765625,55456400
2020-02-05,7199.2900390625,7199.2900390625,7256.22998046875,7117.06005859375,7126.31005859375,28888900
2020-02-06,7187.169921875,7187.169921875,7234.91015625,7162.7900390625,7209.31982421875,37338300
2020-02-07,7151.47021484375,7151.47021484375,7189.14990234375,7095.56005859375,7189.14990234375,22623600
2020-02-10,7065.52978515625,7065.52978515625,7155.43017578125,7048.509765625,7152.25,42760700
2020-02-11,7157.669921875,7157.669921875,7159.31982421875,7065.509765625,7065.509765625,39625100
2020-02-12,7204.97021484375,7204.97021484375,7207.330078125,7132.31005859375,7156.240234375,44479900
2020-02-13,7165.7001953125,7165.7001953125,7193.0400390625,7102.83984375,7193.0400390625,41061900
2020-02-14,7171.10009765625,7171.10009765625,7207.06982421875,7155.009765625,7155.009765625,19519300
2020-02-17,7157.2099609375,7157.2099609375,7209.419921875,7133.16015625,7170.5,11044600
2020-02-18,7155.8798828125,7155.8798828125,7201.009765625,7118.52978515625,7158.10986328125,26072700
2020-02-19,7255.14013671875,7255.14013671875,7266.2001953125,7156.41015625,7156.41015625,38063400
2020-02-20,7235.6298828125,7235.6298828125,7283.06005859375,7212.0498046875,7254.490234375,26321900
2020-02-21,7240.18994140625,7240.18994140625,7266.9599609375,7174.60009765625,7235.27001953125,19370000
2020-02-24,6925.18994140625,6925.18994140625,7240.18994140625,6913.31005859375,7240.18994140625,31325300
2020-02-25,6827.31005859375,6827.31005859375,7002.2099609375,6826.9599609375,6925.3798828125,31123500
2020-02-26,6832.10986328125,6832.10986328125,6865.31982421875,6611.60986328125,6828.14013671875,39445000
2020-02-27,6569.60009765625,6569.60009765625,6828.77978515625,6476.6298828125,6828.77978515625,44744000
2020-02-28,6397.3701171875,6397.3701171875,6566.9599609375,6327.02978515625,6566.9599609375,68268500
2020-03-02,6387.52001953125,6387.52001953125,6528.10009765625,6297.60986328125,6394.18994140625,49694800
2020-03-03,6486.68994140625,6486.68994140625,6608.4599609375,6389.10986328125,6389.10986328125,55136600
2020-03-04,6538.60009765625,6538.60009765625,6578.8701171875,6486.509765625,6487.14990234375,41561800
2020-03-05,6447.68017578125,6447.68017578125,6599.0400390625,6398.93994140625,6548.1298828125,53466300
2020-03-06,6266.52978515625,6266.52978515625,6401.9501953125,6187.58984375,6401.9501953125,104295700
2020-03-09,5864.7001953125,5864.7001953125,6265.10986328125,5848.419921875,6264.72998046875,46280100
2020-03-10,5826.64990234375,5826.64990234375,6113.93994140625,5787.52978515625,5870.5,51593100
2020-03-11,5691.43994140625,5691.43994140625,5944.85986328125,5687.43017578125,5825.97998046875,45681000
2020-03-12,5125.93994140625,5125.93994140625,5689.97021484375,5081.4501953125,5689.97021484375,75187500
2020-03-13,5148.43017578125,5148.43017578125,5481.009765625,5099.52978515625,5126.89990234375,60895600
2020-03-16,4740.39013671875,4740.39013671875,5147.14990234375,4507.97021484375,5147.14990234375,63162700
2020-03-17,4731.85009765625,4731.85009765625,4860.7998046875,4500.72021484375,4740.5498046875,61604300
2020-03-18,4366.52978515625,4366.52978515625,4731.27978515625,4300.22021484375,4731.27978515625,71008200
2020-03-19,4432.009765625,4432.009765625,4465.52978515625,4273.0400390625,4368.2001953125,56936100
2020-03-20,4603.8701171875,4603.8701171875,4783.83984375,4433.14990234375,4433.14990234375,92540400
2020-03-23,4470.97021484375,4470.97021484375,4597.93017578125,4249.919921875,4597.93017578125,63187400
2020-03-24,4781.2900390625,4781.2900390625,4781.2900390625,4486.1201171875,4486.1201171875,57201500
2020-03-25,4970.2099609375,4970.2099609375,5080.1201171875,4775.7001953125,4787.9599609375,57412200
2020-03-26,5196.7099609375,5196.7099609375,5196.7099609375,4886.2998046875,4970.0498046875,43947600
2020-03-27,4916.39990234375,4916.39990234375,5176.89990234375,4887.47998046875,5176.89990234375,39402800
2020-03-30,4943.35986328125,4943.35986328125,4959.16015625,4753.0400390625,4915.60009765625,36522200
2020-03-31,5153.64990234375,5153.64990234375,5153.64990234375,4966.9599609375,4966.9599609375,103081600
2020-04-01,4990.97998046875,4990.97998046875,5138.91015625,4938.41015625,5138.91015625,45693700
2020-04-02,4880.10986328125,4880.10986328125,5024.1201171875,4864.2099609375,4993.14013671875,40820700
2020-04-03,4784.669921875,4784.669921875,4902.47998046875,4771.77978515625,4877.7900390625,77709600
2020-04-06,5017.08984375,5017.08984375,5022.830078125,4787.89013671875,4787.89013671875,37128400
2020-04-07,5115.0,5115.0,5260.419921875,5017.72998046875,5017.72998046875,50750000
2020-04-08,5109.83984375,5109.83984375,5125.5,5041.56005859375,5115.02978515625,36168900
2020-04-09,5289.18017578125,5289.18017578125,5314.169921875,5109.83984375,5109.83984375,46729500
2020-04-14,5183.33984375,5183.33984375,5317.14013671875,5160.47021484375,5304.740234375,46005400
2020-04-15,4970.39013671875,4970.39013671875,5183.56982421875,4966.5400390625,5183.56982421875,57179400
2020-04-16,5082.990234375,5082.990234375,5113.91015625,4971.1298828125,4971.1298828125,69043300
2020-04-17,5277.52001953125,5277.52001953125,5321.93017578125,5093.990234375,5093.990234375,42643300
2020-04-20,5235.490234375,5235.490234375,5330.7900390625,5218.58984375,5277.52001953125,47451300
2020-04-21,5120.60009765625,5120.60009765625,5234.490234375,5113.72998046875,5234.490234375,30362300
2020-04-22,5232.330078125,5232.330078125,5264.33984375,5120.740234375,5120.740234375,42795400
2020-04-23,5262.60986328125,5262.60986328125,5275.759765625,5190.22021484375,5239.83984375,53358700
2020-04-24,5294.9501953125,5294.9501953125,5354.22998046875,5192.18017578125,5263.33984375,34558200
2020-04-27,5393.27001953125,5393.27001953125,5442.31982421875,5295.52978515625,5295.52978515625,28582300
2020-04-28,5481.10986328125,5481.10986328125,5507.080078125,5387.47998046875,5398.52001953125,36484800
2020-04-29,5687.35986328125,5687.35986328125,5693.18994140625,5480.06982421875,5480.93994140625,43402800
2020-04-30,5603.0,5603.0,5805.2001953125,5572.7900390625,5708.81982421875,39631100
2020-05-04,5386.490234375,5386.490234375,5602.75,5379.14990234375,5602.75,38867400
2020-05-05,5379.68994140625,5379.68994140625,5484.39013671875,5371.81005859375,5386.56005859375,35362600
2020-05-06,5308.81005859375,5308.81005859375,5399.990234375,5298.0400390625,5384.14013671875,33896000
2020-05-07,5423.77978515625,5423.77978515625,5455.06005859375,5322.14990234375,5322.14990234375,33784800
2020-05-08,5507.64990234375,5507.64990234375,5554.56982421875,5423.990234375,5423.990234375,13225000
2020-05-11,5412.080078125,5412.080078125,5558.66015625,5404.25,5507.64990234375,65866900
2020-05-12,5391.56982421875,5391.56982421875,5451.330078125,5373.02001953125,5412.66015625,52872700
2020-05-13,5325.2001953125,5325.2001953125,5391.18017578125,5306.009765625,5391.18017578125,51585500
2020-05-14,5277.97998046875,5277.97998046875,5325.02978515625,5145.43017578125,5320.52001953125,43226700
2020-05-15,5279.259765625,5279.259765625,5360.419921875,5238.8798828125,5278.5,52468500
2020-05-18,5595.06005859375,5595.06005859375,5597.27001953125,5279.259765625,5279.259765625,31132400
2020-05-19,5582.580078125,5582.580078125,5681.33984375,5526.9599609375,5602.0,36354100
2020-05-20,5652.14990234375,5652.14990234375,5652.14990234375,5499.68017578125,5582.580078125,31009200
2020-05-21,5629.31005859375,5629.31005859375,5705.669921875,5567.31982421875,5652.14990234375,28545600
2020-05-22,5652.830078125,5652.830078125,5675.02978515625,5556.97998046875,5629.5400390625,30408800
2020-05-25,5722.56982421875,5722.56982421875,5725.85986328125,5639.64990234375,5652.8701171875,11749800
2020-05-26,5874.6298828125,5874.6298828125,5899.6298828125,5722.56982421875,5722.56982421875,33434800
2020-05-27,5902.25,5902.25,5958.5400390625,5829.3701171875,5874.6298828125,57932700
2020-05-28,5933.64013671875,5933.64013671875,5954.2998046875,5866.7900390625,5903.56005859375,46788400
2020-05-29,5888.5498046875,5888.5498046875,5933.5,5832.81005859375,5933.5,201509300
2020-06-01,5993.85009765625,5993.85009765625,5998.60986328125,5903.27978515625,5903.27978515625,27996900
2020-06-02,6042.419921875,6042.419921875,6076.990234375,5998.3798828125,6003.1298828125,40558700
2020-06-03,6224.31982421875,6224.31982421875,6226.39990234375,6043.08984375,6043.08984375,43062900
2020-06-04,6239.509765625,6239.509765625,6261.3701171875,6170.509765625,6224.31982421875,42963000
2020-06-05,6358.89990234375,6358.89990234375,6360.89990234375,6239.35009765625,6239.35009765625,45325800
2020-06-08,6293.60009765625,6293.60009765625,6361.39013671875,6265.93994140625,6359.2099609375,36910400
2020-06-09,6132.89013671875,6132.89013671875,6313.22998046875,6130.35986328125,6294.25,43827100
2020-06-10,6107.419921875,6107.419921875,6239.93994140625,6085.759765625,6131.89990234375,31787700
2020-06-11,5851.2001953125,5851.2001953125,6067.77001953125,5827.0400390625,6067.77001953125,41410400
2020-06-12,5885.35009765625,5885.35009765625,5955.85986328125,5768.43994140625,5851.2001953125,27107800
2020-06-15,5908.7099609375,5908.7099609375,5930.41015625,5746.22998046875,5885.6201171875,31167900
2020-06-16,6077.31982421875,6077.31982421875,6192.31982421875,5931.8701171875,5931.8701171875,37978200
2020-06-17,6118.5498046875,6118.5498046875,6193.64990234375,6068.080078125,6078.0,40265000
2020-06-18,6175.759765625,6175.759765625,6207.35009765625,6051.77001953125,6120.97021484375,33359000
2020-06-19,6174.68017578125,6174.68017578125,6231.0,6149.27978515625,6175.759765625,49039000
2020-06-22,6134.990234375,6134.990234375,6193.240234375,6101.830078125,6174.3798828125,32285500
2020-06-23,6177.330078125,6177.330078125,6223.41015625,6100.72021484375,6130.6298828125,29234100
2020-06-24,5999.56005859375,5999.56005859375,6241.89990234375,5993.85009765625,6166.43017578125,27060600
2020-06-25,5976.33984375,5976.33984375,6001.009765625,5875.14990234375,6001.009765625,58974200
2020-06-26,5969.75,5969.75,5969.75,5969.75,5969.75,0
2020-06-29,6030.3798828125,6030.3798828125,6048.81982421875,5948.830078125,5970.43017578125,51114300
2020-06-30,5973.89990234375,5973.89990234375,6030.25,5908.740234375,6030.25,29529500
2020-07-01,5991.58984375,5991.58984375,6013.97021484375,5901.3798828125,5974.7998046875,18531200
2020-07-02,6097.25,6097.25,6131.7001953125,5993.85986328125,5993.85986328125,31060400
2020-07-03,6030.06005859375,6030.06005859375,6128.8701171875,6018.72021484375,6096.4501953125,16819700
2020-07-06,6128.5498046875,6128.5498046875,6157.66015625,6046.72998046875,6046.72998046875,19350900
2020-07-07,6141.68994140625,6141.68994140625,6160.52001953125,6080.18017578125,6128.6201171875,16326600
2020-07-08,6038.759765625,6038.759765625,6145.330078125,6031.06005859375,6142.419921875,18524700
2020-07-09,5972.93994140625,5972.93994140625,6088.41015625,5961.60009765625,6044.2998046875,21194100
2020-07-10,6053.419921875,6053.419921875,6053.8701171875,5934.14013671875,5969.919921875,21271200
2020-07-13,6094.72021484375,6094.72021484375,6133.89990234375,6048.8798828125,6054.47998046875,17369500
2020-07-14,6090.14013671875,6090.14013671875,6094.72021484375,5980.5,6094.72021484375,22061500
2020-07-15,6264.18994140625,6264.18994140625,6288.93017578125,6091.18017578125,6091.18017578125,23353100
2020-07-16,6261.81005859375,6261.81005859375,6277.5,6182.06005859375,6262.0498046875,22030300
2020-07-17,6221.25,6221.25,6268.830078125,6206.22021484375,6261.81005859375,37383000
2020-07-20,6265.72998046875,6265.72998046875,6265.72998046875,6163.31982421875,6220.97021484375,12371200
2020-07-21,6303.669921875,6303.669921875,6330.2900390625,6266.25,6266.25,34069100
2020-07-22,6265.56005859375,6265.56005859375,6318.330078125,6221.02978515625,6312.5,46967800
2020-07-23,6273.2001953125,6273.2001953125,6291.7001953125,6238.93017578125,6267.14990234375,21092200
2020-07-24,6192.830078125,6192.830078125,6263.6298828125,6136.97021484375,6263.6298828125,14803500
2020-07-27,6155.4501953125,6155.4501953125,6200.8798828125,6101.419921875,6200.8798828125,19013400
2020-07-28,6225.7001953125,6225.7001953125,6243.6201171875,6155.58984375,6155.58984375,18791700
2020-07-29,6220.64013671875,6220.64013671875,6225.2001953125,6164.08984375,6225.2001953125,15351900
2020-07-30,6139.0,6139.0,6238.89013671875,6060.7998046875,6219.66015625,21774200
2020-07-31,6099.58984375,6099.58984375,6209.39013671875,6091.5400390625,6139.0,27019800
2020-08-03,6220.97021484375,6220.97021484375,6223.8798828125,6056.2001953125,6099.52978515625,16580500
2020-08-04,6180.77978515625,6180.77978515625,6266.22021484375,6133.56982421875,6220.240234375,21491400
2020-08-05,6262.66015625,6262.66015625,6264.56005859375,6184.39013671875,6184.39013671875,40552000
2020-08-06,6233.5400390625,6233.5400390625,6270.25,6186.52978515625,6262.83984375,24222800
2020-08-07,6278.259765625,6278.259765625,6293.77978515625,6185.35986328125,6230.58984375,23257200
2020-08-10,6288.5498046875,6288.5498046875,6332.35009765625,6278.41015625,6278.41015625,15796900
2020-08-11,6433.39990234375,6433.39990234375,6445.830078125,6295.9501953125,6295.9501953125,31677700
2020-08-12,6487.25,6487.25,6496.22998046875,6376.31982421875,6432.64013671875,37706800
2020-08-13,6457.27001953125,6457.27001953125,6487.240234375,6428.18994140625,6487.240234375,22436200
2020-08-14,6380.31005859375,6380.31005859375,6464.2001953125,6319.2099609375,6464.2001953125,23281100
2020-08-17,6346.7998046875,6346.7998046875,6379.93017578125,6274.2998046875,6379.93017578125,12679600
2020-08-18,6350.080078125,6350.080078125,6381.759765625,6293.2099609375,6345.740234375,15325600
2020-08-19,6379.02978515625,6379.02978515625,6385.22021484375,6332.35986328125,6347.81005859375,14869600
2020-08-20,6283.33984375,6283.33984375,6399.759765625,6245.97998046875,6378.81982421875,17984000
2020-08-21,6398.47998046875,6398.47998046875,6398.47998046875,6282.97998046875,6283.4501953125,16200200
2020-08-24,6460.8798828125,6460.8798828125,6488.0498046875,6400.27978515625,6400.27978515625,13803800
2020-08-25,6469.009765625,6469.009765625,6532.43994140625,6461.18017578125,6461.18017578125,21459200
2020-08-26,6579.6201171875,6579.6201171875,6579.6201171875,6425.8798828125,6468.85009765625,13578400
2020-08-27,6536.85009765625,6536.85009765625,6626.97998046875,6536.85009765625,6574.830078125,18219600
2020-08-28,6505.009765625,6505.009765625,6583.2099609375,6486.509765625,6538.14013671875,21637700
2020-08-31,6434.43994140625,6434.43994140625,6552.25,6434.43994140625,6523.0498046875,15318600
2020-09-01,6402.39013671875,6402.39013671875,6468.81982421875,6340.509765625,6434.75,24445100
2020-09-02,6375.240234375,6375.240234375,6471.89013671875,6360.68994140625,6391.31982421875,19283500
2020-09-03,6294.7099609375,6294.7099609375,6454.2998046875,6290.2099609375,6385.68017578125,33794800
2020-09-04,6292.39013671875,6292.39013671875,6386.85986328125,6228.5498046875,6287.31982421875,31313500
2020-09-07,6313.43994140625,6313.43994140625,6337.89013671875,6291.35986328125,6292.89013671875,13081400
2020-09-08,6283.580078125,6283.580078125,6322.56982421875,6205.2099609375,6313.43994140625,21594100
